title,types,score,drector,writer,actor,account,country,label,flim_version
睡在我上铺的兄弟,"剧情, 爱情",5,张琦 Qi Zhang,"张琦 Qi Zhang, 陈倩 Qian Chen, 赵犇 Ben Zhao, 苏阳 Yang Su","陈晓, 秦岚, 杜天皓, 刘芮麟, 李现, 余心恬, 蓝盈莹, 蒋雪鸣, 王啸坤, 姚蜜, 梁超, 王宝江, 孔琳, 任正斌, 高晓松, 俞敏洪, 甘薇, 金玉倩, 张琦",24462,中国大陆,12.231,1
奋斗,"剧情, 喜剧, 爱情",5,马伟豪 Joe Ma,"唐耀良 Yaoliang Tang, 李晨 Chen Li, 胡奇夏 Qixia Hu, 李晓雪 Xiaoxue Li","李晨, 董璇, 郑恺, 李媛, 胡睿, 王东方, 吴嘉龙, 沈芳熙, 张晨光, 翁虹, 钟夫翔, 荣蓉, 张立昕, 龙水林, 柳雨, 刘亚鹏, 张皓然, 姜冰洁, 王钊, 马艳伶, 黄伊雯",23979,中国大陆,11.9895,1
极速天使,"剧情, 动作",5,马楚成 Jingle Ma,"马楚成 Jingle Ma, 陈舒 Shu Chen","汤唯, 刘若英, 林志颖, 韩在硕, 张柏芝, 姜武, 田中千绘, 郑佩佩, 北村一辉, 程伊, 何炅",22481,"中国大陆, 香港",11.2405,1
变身男女,"剧情, 爱情",5,李旗 Qi Li,"李旗 Qi Li, 秦雯 Wen Qin, 初征","林志颖, 姚笛, 午马, 徐德昕, 徐松子, 杨迪, 赵春山",18590,中国大陆,9.295,1
麦田,"动作, 剧情, 历史",5,何平,何平,"范冰冰, 黄觉, 杜家毅, 王学圻, 王志文, 王姬, 李歌",17290,中国大陆,8.645,1
我们的十年,"剧情, 爱情",5,"马伟豪 Joe Ma, 刘海 Hai Liu","孟小豹 Xiaobao Meng, 叶小舟 Xiaozhou Ye","赵丽颖, 乔任梁, 吴映洁, 班嘉佳, 范逸臣, 冯铭潮, 李立, 许静, 熊晓雯, 臭屁坨, 徐查理, 石峄",10026,中国大陆,5.013,1
晚娘2012(上),"剧情, 情色",5,Pantewanop Tewakul,M.L. Pundhevanop Dhewakul,"马里奥·毛瑞尔, 查亚鹏·朱利·普帕特, Sakarat Ritthumrong, Bongkot Kongmalai Bongkot Kongmalai, 萨维卡·恰雅德, Rhatha Phongam, 西野翔, Nutt Devahastin, Ruttklaw Armaraditt, Ruengsak Laouchusak",8974,泰国,4.487,2
我是你妈,"剧情, 喜剧",5,张骁 Xiao Zhang,"张骁 Xiao Zhang, 樊菁 Jing Fan, 邱岩 Yan Qiu","闫妮, 邹元清, 吴若甫, 吴大维, 耿乐, 张恒, 曾江, 廖学秋, 那威, 吴樾, 曹思达, 李政阳",7642,中国大陆,3.821,1
道高一丈,"剧情, 犯罪, 悬疑",5,姜凯阳 Kaiyang Jiang,姜凯阳 Kaiyang Jiang,"聂远, 谭凯, 徐露, 于明加, 曲高位, 张陆, 程煜, 宋春丽, 刘小宁, 石兆琪, 董博睿, 彭凌, 刘泳希, 王志刚, 史光辉, 袁满",6356,中国大陆,3.178,1
花为眉,"剧情, 爱情, 情色, 同性",5,张凡夕 Fran?ois Chang,张凡夕 Fran?ois Chang,"肖雅, 梁宸, 禅婵, 刘丛, 贝司, 张凡夕, 萧寒",4472,"中国大陆, 法国, 美国",2.236,1
类似爱情,"剧情, 同性",5,陈鹏 Peng Chen,angelina,"黄礼格, 孔垂楠, 王海洋, 周晨",4361,中国大陆,2.1805,1
乱青春,"剧情, 爱情",5,李啟源(LEE Chi-Yuarn),李启源,"姚安琪, 廖千慧, 李律",3796,台湾,1.898,1
盲·道,"剧情, 犯罪",5,李杨 Yang Li,李杨 Yang Li,"李杨, 杜函梦, 于越, 胡明",3735,中国大陆,1.8675,1
爱别离,"剧情, 爱情",5,吴林 Lin Wu,杨晨,"张檬, 黄阅, 王盈凯, 卓予童, 缪婷茹, 索朗尼玛",3627,"中国大陆, 台湾",1.8135,1
小时代2：青木时代,"剧情, 喜剧, 爱情",4.9,郭敬明 Jingming Guo,郭敬明 Jingming Guo,"杨幂, 柯震东, 郭采洁, 凤小岳, 郭碧婷, 谢依霖, 陈学冬, 王琳, 李悦铭, 商侃, 姜潮, 杜天皓, 杨菲洋, 丁巧唯",153961,"中国大陆, 台湾",75.44089,1
关云长,"动作, 传记, 剧情, 历史",4.9,"麦兆辉 Alan Mak, 庄文强 Felix Chong","麦兆辉 Alan Mak, 庄文强 Felix Chong","甄子丹, 姜文, 孙俪, 方中信, 李宗翰, 赵柯, 王学兵, 钱小豪, 邵兵, 董勇, 王柏杰",70935,"中国大陆, 香港",34.75815,1
三少爷的剑,"剧情, 动作, 武侠, 古装",4.9,尔冬升 Tung-Shing Yee,"古龙 Lung Ku, 徐克 Hark Tsui, 尔冬升 Tung-Shing Yee, 秦天南 Tin Nam Chun","林更新, 何润东, 江一燕, 蒋梦婕, 鲍起静, 顾曹斌, 马京京, 徐少强, 顾冠忠, 吴元俊, 陆剑明, 方平, 原岛大地, 林朝绪, 宋伊人, 铁男, 王美英, 飞儿, 赵英龙, 胡锦超, 林晨, 佟仲琪, 田淼, 寇骏, 张小米, 郭九龙, 王德顺, 刘广超, 吴优, 包小平, 杨威, 王昭, 万国鹏, 张文斌, 周鹏, 赖迦童, 沈凯, 陈墨研, 张梓豫, 马睿瀚, 张喜来, 红木, 赵海鹰, 魏晓东, 蒿怡帆, 蒿怡霏, 马春瑞",55794,中国大陆,27.33906,1
倾城之泪,"剧情, 爱情",4.9,黄真真 Chun-Chun Wong,郑丹瑞 Lawrence Cheng,"周冬雨, 李治廷, 任贤齐, 梁咏琪, 窦骁, 陈乔恩",49297,中国大陆,24.15553,1
饭局也疯狂,"剧情, 喜剧",4.9,尚敬 Jing Shang,俞白眉 Baimei Yu,"范伟, 黄渤, 刘桦, 代乐乐, 莫小棋, 刘亚津, 梁冠华, 韩童生",30977,中国大陆,15.17873,1
肩上蝶,"剧情, 爱情, 动画, 奇幻",4.9,张之亮 Jacob Cheung,"张之亮 Jacob Cheung, 杨宝文","陈坤, 梁咏琪, 江一燕, 桂纶镁, 张之亮",20409,中国大陆,10.00041,1
我的战争,"剧情, 历史, 战争",4.9,彭顺 Oxide Pang,刘恒 Heng Liu,"刘烨, 王珞丹, 杨祐宁, 叶青, 黄志忠, 王龙华",19077,中国大陆,9.34773,1
同谋,"剧情, 悬疑, 犯罪",4.9,彭顺 Oxide Pang,"彭顺 Oxide Pang, 吴孟璋 Mengzhang Wu, 彭柏成 Thomas Pang","郭富城, 张家辉, 江一燕, 陈观泰, 李晨浩, 阿牛, 小肥, 林威, 王骏, 梁雅高",15739,"香港, 中国大陆",7.71211,1
毒。诫,"剧情, 动作, 犯罪",4.9,刘国昌 Lawrence Ah Mon,"陈文强 Man Keung Chan, 林惠菊 Huiju Lin","刘青云, 林家栋, 古天乐, 张晋, 江一燕, 谭耀文, 吴孟达, 陈观泰, 卢海鹏, 楼南光, 欧锦棠, 林国斌, 尹扬明, 苗可秀, 庄思敏, 张建声",14203,"中国大陆, 香港",6.95947,1
狂兽,"剧情, 动作, 犯罪",4.9,李子俊 Jonathan Li,李春晖,"张晋, 余文乐, 文咏珊, 吴樾, 林家栋, 太保, 苏丽珊, 曾国祥, 灰熊, 郑紫平, 仓田保昭",10164,"香港, 中国大陆",4.98036,1
神秘家族,"剧情, 犯罪, 悬疑",4.9,朴裕焕 Yu-hwan Park,朴裕焕 Yu-hwan Park,"林依晨, 姜武, 陈晓, 惠英红, 蓝正龙, 安琥, 张岫云, 楼学贤, 郭耀仁, 王道南, 马国华, 陈万号, 张哲豪, 林柔君, 刘芷凌, 杜知晨",8435,"中国大陆, 台湾, 韩国",4.13315,1
妈咪,"剧情, 爱情",4.9,何自强,"马琦, 何自强, 陆长河","王洁曦, 黄嫀砚, 荆民强, 陈静, 宁子, 李景涛, 吴铮真, 吴菲",6201,中国大陆,3.03849,1
斗茶,剧情,4.9,王也民,"王也民, 山田茜","香川照之, 户田惠梨香, 周渝民, 张钧甯, 曾志伟, 细田善彦",4115,"台湾, 日本",2.01635,1
死亡笔记：点亮新世界,"剧情, 犯罪, 悬疑, 恐怖",4.9,佐藤信介 Shinsuke Sato,"小畑健 Takeshi Obata, 大场鸫 Tsugumi Ohba, 真野勝成 Katsunari Mano","东出昌大, 池松壮亮, 菅田将晖, 藤井美菜, 川荣李奈, 藤原龙也, 松山研一, 户田惠梨香",4114,日本,2.01586,1
黑侠2,"动作, 剧情, 科幻",4.9,徐克,"Charles Cain, Jeff Black, 徐克","安志杰, 西恩·马奎特, 托宾·贝尔, 乔·鲍里托, 柯受良, 尹子维",2878,"香港, 美国",1.41022,2
给野兽献花,"剧情, 爱情",4.9,张立嘉 Lijia Zhang,"张立嘉 Lijia Zhang, 刘序浩 Xuhao Liu, 裘仲维 Zhongwei Qiu, 郑元明 Yuanming  Zheng","房祖名, 安以轩, 林雪, 陈保元, 巩新亮, 杜奕衡, 骆达华, 刘序浩, 高捷, 李欣汝, 梁丹妮, 朱子岩, 吴孟达",2363,中国大陆,1.15787,1
京城81号,"剧情, 悬疑, 恐怖",4.8,叶伟民 Wai Man Yip,"文隽 Manfred Wong, 杨梅媛 Sakura Yang, 李晶凌","吴镇宇, 林心如, 杨祐宁, 秦海璐, 莫小棋, 金燕玲, 袁祥仁, 夏文汐, 李菁, 李晓川, 韩志, 张煜雯",71612,中国大陆,34.37376,1
喜爱夜蒲2,"剧情, 情色",4.8,钱国伟 Wilson Chin,胡耀辉,"关楚耀, 陈静仪, 连诗雅, 松冈李那, 沈震轩, 刘羽琦, 陈伟成, 王骁",22081,香港,10.59888,1
我的美女老板,剧情,4.8,李虹 Hong Li,燕子,"何润东, 景甜, 印小天, 包小柏, 吴大维, 范明, 陶虹, 吴辰君, 李子雄",20920,中国大陆,10.0416,1
赛尔号大电影4：圣魔之战,"剧情, 儿童, 动画, 冒险",4.8,"王章俊 Zhangjun Wang, 殷玉麒 Yuqi Yin","王章俊 Zhangjun Wang, 邓磊 Lei Deng","杨鸥, 张安琪, 樊俊航, 孟祥龙, 游君, 袁国庆, 苏鑫, 贾志超, 夏磊, 刘钦, 杨梦露",15164,中国大陆,7.27872,1
热血高校3,"剧情, 动作",4.8,丰田利晃 Toyoda Toshiaki,"向井康介 K?suke Mukai, 水岛力也 Mataichir? Yamamoto, 长谷川隆 Takashi Hasegawa","东出昌大, 早乙女太一, 胜地凉, 高田贤三, 矢部享佑, 深水元基, Elly, 岩田刚典, 永山绚斗, 柳乐优弥, 高桥努",13174,日本,6.32352,1
庐山恋2010,"剧情, 爱情",4.8,张瑜 Yu Zhang,速曼 Man Su,"秦岚, 李晨, 方中信, 张瑜",8224,中国大陆,3.94752,1
上海王,"剧情, 动作, 爱情",4.8,胡雪桦 Sherwood Hu,"胡雪桦 Sherwood Hu, 虹影 Ying Hong, 庞贝 Bei Pang","胡军, 余男, 凤小岳, 秦昊, 李梦, 刘佩琦, 曹可凡, 蒲巴甲, 多布杰, 乔翰·厄布, 何赛飞, 徐冬冬, 白灵",5622,中国大陆,2.69856,1
午夜凶铃3(美版),"剧情, 恐怖",4.8,F·贾维尔·古铁雷斯 F. Javier Gutiérrez,"大卫·卢卡 David Loucka, 雅各布·艾伦·埃斯戴斯 Jacob Aaron Estes, 阿齐瓦·高斯曼 Akiva Goldsman, 铃木光司 K?ji Suzuki","玛蒂尔达·鲁茨, 亚历克斯·罗伊, 约翰尼·盖尔克奇, 文森特·多诺费奥, 艾米·缇加登, 邦妮·摩根, 查克·大卫·威利斯, 帕特里克·R·沃克, 扎齐·罗伊瑞格, 劳拉·威金斯, 丽兹·布罗谢, 凯伦·西塞, 大卫·布莱米, 迈克尔·桑德斯, 兰德尔·泰勒, 吉尔·简·克莱门茨",2636,美国,1.26528,1
摇滚英雄,"剧情, 爱情, 音乐",4.8,谭华 Hua Tan,谭华 Hua Tan,"秦昊, 李梦, 刘雅瑟, 都日昭日格图, 马恺曼, 李青云, 郭伟龙, 李梦晨, 王辰昊, 李欣冉",2461,中国大陆,1.18128,1
深夜的红酒,"剧情, 同性",4.8,Tanwarin Sukkhapisit,null,"邦沙敦·西宾达, Steven Foorer, kisthacha Tananara, Win Nontapat Intarasuan, Sakdinan Chusawan, Teemild Suttinut Uengtrakul, bank phachara Kuekanjanaporn",2394,泰国,1.14912,1
小时代,"剧情, 喜剧, 爱情",4.7,郭敬明 Jingming Guo,郭敬明 Jingming Guo,"杨幂, 柯震东, 郭采洁, 郭碧婷, 谢依霖, 凤小岳, 李悦铭, 陈学冬, 姜潮, 杜天皓, 商侃, 王琳, 丁巧唯",272325,"中国大陆, 台湾",127.99275,1
苏乞儿,"动作, 剧情, 历史",4.7,袁和平 Woo-ping Yuen,杜致朗 Chi-long To,"赵文卓, 周迅, 杨紫琼, 周杰伦, 安志杰, 郭晓东, 刘家辉, 蒋璐霞, 刘畊宏, 梁家仁, 向佐, 黎烈弓, 闫妮, 冯小刚, 大卫·卡拉丁",45184,"中国大陆, 香港",21.23648,1
机器之血,"剧情, 动作, 科幻",4.7,张立嘉 Leo Zhang,"张立嘉 Leo Zhang, 崔斯韦 Siwei Cui, 夏侯琪誉 Qiyu Xiahou","成龙, 罗志祥, 欧阳娜娜, 夏侯云姗, 卡兰·马尔韦, 泰丝·哈乌布里奇, 吉娜·卡拉诺",30168,中国大陆,14.17896,1
卧虎藏龙：青冥宝剑,"剧情, 动作, 武侠, 古装",4.7,袁和平 Woo-ping Yuen,"约翰·福斯克 John Fusco, 王度庐 Dulu Wang","甄子丹, 杨紫琼, 岑勇康, 刘承羽, 李截, 原丽淇, 吴青芸, 袁之正, 陈钰芸, 朴云龙, 关永扬, 吴育刚, 张舒雅",29570,"中国大陆, 美国",13.8979,1
英雄本色2018,"剧情, 动作",4.7,丁晟 Sheng Ding,"丁晟 Sheng Ding, 许阳 Yang Xu","王凯, 马天宇, 王大陆, 余皑磊, 林雪, 吴樾, 李梦, 张艺上, 姜珮瑶, 李岷城, 宁浩, 韩寒, 丁晟, 曾志伟",28743,"中国大陆, 香港",13.50921,1
夜孔雀,"剧情, 爱情",4.7,戴思杰 Sijie Dai,戴思杰 Sijie Dai,"刘亦菲, 刘烨, 余少群, 黎明",24922,"中国大陆, 法国",11.71334,1
莫斯科陷落,"剧情, 科幻",4.7,费奥多尔·邦达尔丘克 Fyodor Bondarchuk,"奥列格·马洛维奇克 Oleg Malovichko, 安德烈·佐洛塔廖夫 Andrey Zolotarev","伊琳娜·斯达申鲍姆, 亚历山大·佩特罗夫, 林奈·穆罕默托夫, 欧列格·缅希科夫, 谢尔盖·加尔马什, 尼基塔·库库什金, 柳德米拉·马克萨科娃, 尼基塔·塔拉索夫",7372,俄罗斯,3.46484,2
皇家刺青,"剧情, 悬疑, 武侠, 古装",4.7,"冯超, 王劲松, 于永刚","许声亮, 黄小蕾, 冯超, 于飞, 大张伟, 周朋, 张佳夫","黄小蕾, 王劲松, 张桐, 花儿乐队, 刘桦, 戴军, 王茜, 于飞, 崔波, 翟天临",6958,中国,3.27026,1
同班同学,剧情,4.7,陆以心 Kyee-Sum Lu,"陆以心 Kyee-Sum Lu, 吴沚默 MoMo Wu, 赵吕梦子","郭奕芯, 麦芷谊, 廖子妤, 邵音音, 王宗尧, 苍井空, 谢爕隽, 蔡洁, 卢惠光, 陈静",6407,香港,3.01129,1
巨额交易,"剧情, 喜剧, 爱情, 奇幻, 冒险",4.7,马俪文 Liwen Ma,马俪文 Liwen Ma,"蓝正龙, 杜汶泽, 乔任梁, 韩彩英, 许志安, 叶大鹰, 英壮, 黄龄, 童瑶, 夏凡, 巩新亮",6315,中国大陆,2.96805,1
时尚先生,"喜剧, 剧情, 爱情",4.7,乔梁,"金仁顺, 唐小松, 周周","方中信, 孔维, 王雨, 吕玉来, 吕燕",5770,中国,2.7119,0
大片,"剧情, 喜剧",4.7,向飞 Fei Xiang,向飞 Fei Xiang,"吴孟达, 于谦, 刘芸, 王宁, 向飞, 边辉, 游本昌, 句号, 董立范, 谢园, 王韵壹, 向能",5625,中国大陆,2.64375,1
空即是色,"剧情, 喜剧, 爱情",4.7,金玄彬,金玄彬,"金花媛, 池恩瑞, 朴超贤, 尹美丽",5306,韩国,2.49382,1
铁拳,"动作, 冒险, 剧情, 科幻",4.7,Dwight H. Little,Alan B. McElroy,"鲁克·高斯, 田川洋行, 约翰·芬, 盖瑞·丹尼尔斯, 凯莉·欧沃顿",2935,"日本, 美国",1.37945,1
想爱就爱2.5,"剧情, 爱情",4.7,卡洛堤·奈金塔隆 Kirati Nakintan Nakintanon,null,"蒂娜·吉塔勒拉 Tina Jittaleela, Nan Sunanta Yurinayom, Hongyok",2478,泰国,1.16466,1
三枪拍案惊奇,剧情,4.6,张艺谋 Yimou Zhang,"徐正超 Zhengchao Xu, 史建全 Jianquan Shi","小沈阳, 闫妮, 孙红雷, 倪大红, 程野, 毛毛, 赵本山",80296,"中国大陆, 香港",36.93616,1
决战食神,"剧情, 动作",4.6,叶伟民 Raymond Yip Wai-Man,"李晶凌 Jingling Li, 刘毅 Yi Liu, 文隽 Manfred Wong","葛优, 谢霆锋, 唐嫣, 郑容和, 白冰, 杜海涛, 王太利, 黄秋生, 詹瑞文, 海鸣威, 罗兰",25619,"中国大陆, 香港",11.78474,1
隋朝来客,"剧情, 喜剧",4.6,庄宇新 Yuxin Zhuang,庄宇新 Yuxin Zhuang,"李彧, 涂松岩, 邓家佳, 王子文, 李耕, 彭波, 姜超, 何晶晶",20934,中国大陆,9.62964,1
遇见你真好,"剧情, 喜剧, 爱情",4.6,顾长卫 Changwei Gu,"孔龙 Long Kong, 祖乱乱 Weimin Zu, 姚冠辰 Guanchen Yao, 张雨悠 Yuyou Zhang, 施鸽 Ge Shi, 张亚曦 Yaxi Zhang, 刘颖 Ying Liu, 顾长卫 Changwei Gu","白客, 蓝盈莹, 张海宇, 周楚濋, 曹骏, 王玉雯, 蒋易, 李晨晖, 范明, 蒋雯丽",14185,中国大陆,6.5251,1
第601个电话,剧情,4.6,张国立 Guoli Zhang,邹静之 Jingzhi Zou,"张柏芝, 周笔畅, 胡歌, 张国立, 张萌, 贾乃亮",12224,中国大陆,5.62304,1
魔宫魅影,"剧情, 爱情, 惊悚",4.6,叶伟民 Raymond Yip Wai-Man,"文隽 Manfred Wong, 杨梅媛 Sakura Yang, 李晶凌 Jingling Li","林心如, 杨祐宁, 任达华, 黄幻, 景岗山, 林江国, 孟瑶, 张子枫, 黄磊, 李菁, 何云伟",9851,"中国大陆, 香港",4.53146,1
王牌,"剧情, 悬疑",4.6,范建会 Jianhui Fan,"远会 Hui Yuan, 陈建忠 Jianzhong Chen, 吴放 Fang Wu","林志玲, 梁家辉, 钟欣潼, 蒙亭宜, 邬君梅, 李铭顺, 郑则仕, 苏瑾, 刘璐佳, 吕聿来",7815,中国大陆,3.5949,1
黑白迷宫,"剧情, 动作, 犯罪",4.6,阚家伟 Jia Wei Kan,王晶 Jing Wong,"任达华, 陈小春, 伍允龙, 邱意浓, 张兆辉, 林雪, 李子雄, 桂晶晶",7409,"中国大陆, 香港",3.40814,1
我们约会吧,"剧情, 爱情",4.6,周楠 Nan Zhou,郭敬明 Jingming Guo,"吴辰君, 丹尼斯·吴, 王柏杰, 李菲儿, 刘威葳, 曹苑, 王森, 何炅, 陈翔, 任重",6898,中国大陆,3.17308,1
潮性办公室,"剧情, 喜剧",4.6,"詹瑞文 Sui-man Chim, 李公乐 Kung-Lok Lee",严嘉仪,"詹瑞文, 吕慧仪, 沈志明, 杨诗敏, 翟凯泰, 陈静, 赵彤",6164,香港,2.83544,1
一万公里的约定,剧情,4.6,洪昇扬 Simon Hung,"洪昇扬 Simon Hung, 陈嘉蔚","赖雅妍, 黄远, 程予希, 王大陆, 周杰伦",4078,台湾,1.87588,2
光辉岁月,"剧情, 动作, 冒险",4.6,熊欣欣 Xinxin Xiong,"秦天南 Tin Nam Chun, 张馨月 Xinyue Zhang, 熊欣欣 Xinxin Xiong, 林说 Shuo Lin, 麦耀权 Mak Yiu Kuen Wilson","曾志伟, 黄日华, 梁咏琪, 郭涛, 任达华, 惠英红, 刘五性, 吕良伟, 狄龙, 倪虹洁, 莫少聪, 熊欣欣, 王敏德 , 李炜",3793,中国大陆,1.74478,1
夜色撩人,"剧情, 犯罪, 悬疑",4.6,夏钢 Gang Xia,"孟朱 Zhu Meng, 须一瓜 Yigua Xu","王千源, 余男, 南宫珉, 潘斌龙",3227,中国大陆,1.48442,1
迷局,"剧情, 动作, 犯罪",4.6,Mike Gunther,"Mike Gunther, Mike Behrman","布鲁斯·威利斯, 瑞恩·菲利普, 珍娜·迪万, 詹姆斯·瑞马尔, 兰迪·库卓, 50分, 李威尹",3124,美国,1.43704,1
地牢围攻,"动作, 冒险, 剧情, 奇幻",4.6,Uwe Boll,Doug Taylor,"杰森·斯坦森, 莉莉·索博斯基, 约翰·瑞斯-戴维斯, 朗·普尔曼, 克莱尔·弗兰妮, 克里斯塔娜·洛肯, 雷·利奥塔",3023,"德国, 加拿大, 美国",1.39058,2
顶楼大象,剧情,4.6,郑升求,null,"张赫, 李相宇, 赵东赫, 李珉廷, 张紫妍, 黄雨瑟惠",2702,韩国,1.24292,1
画壁,"剧情, 动作, 爱情, 奇幻",4.5,陈嘉上 Gordon Chan,"刘浩良, 陈嘉上 Gordon Chan, 谭广源, 王思敏","邓超, 孙俪, 闫妮, 郑爽, 柳岩, 谢楠, 邹兆龙, 包贝尔, 曾志伟, 莫小棋, 安志杰, 包文婧, 夏一瑶, 蓝盈莹",95955,"中国大陆, 香港",43.17975,1
追捕,"剧情, 动作, 悬疑",4.5,吴宇森 John Woo,"陈庆嘉 Hing-Ka Chan, 陈嘉上 Gordon Chan, 阮世生 James Yuen, 江良至 Itaru Era, 顾在林 Zailin Gu, 王思敏 Sze Man Wang, 叶沛洁 Peijie Ye","张涵予, 福山雅治, 戚薇, 河智苑, 国村隼, 竹中直人, 仓田保昭, 斋藤工, 吴飞霞, 樱庭奈奈美, 池内博之, 冈本多绪, 德永邦治, 矢岛健一, 田中圭, 中村让, 吉泽悠",24350,"香港, 中国大陆",10.9575,1
江山美人,"动作, 剧情, 爱情, 战争",4.5,程小东 Siu-Tung Ching,"阮世生 James Yuen, 张炭 Cheung Tan","黎明, 陈慧琳, 甄子丹, 郭晓东, 寇振海",19187,"中国大陆, 香港",8.63415,1
全城通缉,"剧情, 悬疑",4.5,汪涛 Tao Wang,"陈渐 Jian Chen, 李文 Wen Li","刘烨, 赵文卓, 秋瓷炫, 古力娜扎, 薛皓文, 辉灿, 马浴柯, 吴佩柔, 李依馨",13537,中国大陆,6.09165,1
推理笔记,"剧情, 悬疑",4.5,张天辉 Tianhui Zhang,"张天辉 Tianhui Zhang, 钟濛, 裘胜斌","陈都灵, 林柏宏, 汪铎, 郝劭文, 金士杰, 王刚",5047,中国大陆,2.27115,1
正·青春,剧情,4.5,赵燕国彰 Zhao Yan Guo Zhang,"赵燕国彰 Zhao Yan Guo Zhang, 陈子光","赵燕国彰, 王子文, 张进, 王玉众, 王馨乐, 赵亚男, 周木杨, 严俊熙",4333,中国大陆,1.94985,1
第44条军规,"犯罪, 剧情, 惊悚, 西部",4.5,Aaron Harvey,Aaron Harvey,"Maggie Grace, 玛琳·阿克曼, Reila Aphrodite, 凯文·贝尔德, 布鲁斯·威利斯, 福里斯特·惠特克, 黛博拉·安沃尔 Deborah Ann Woll",3913,美国,1.76085,1
歼十出击,"剧情, 动作",4.5,宁海强 Haiqiang Ning,马维干 Weigan Ma,"王斑, 李光洁, 黄奕, 胡可, 祝新运, 宁宁, 张宁江, 张页川, 杨潇",2181,中国大陆,0.98145,1
冲上云霄,"剧情, 爱情",4.4,"叶伟信 Wilson Yip, 邹凯光 Matt Chow","邹凯光 Matt Chow, 冼子文 Tze-man Sin, 许岚枫 Laam-Fung Hui","古天乐, 郑秀文, 吴镇宇, 张智霖, 佘诗曼, 郭采洁, 朱璇, 刘俊孝, 马国明, 江美仪, 恭硕良, 马鑫, 廖京生",40904,"香港, 中国大陆",17.99776,1
绣花鞋,"剧情, 恐怖",4.4,叶伟民 Wai Man Yip,"文隽 Manfred Wong, 杨梅媛 Mei-yuan Yang","林心如, 莫小棋, 叶熙祺, 惠英红, 邢岷山, 原岛大地, 唐文龙, 景岗山, 陈晓东",13259,中国大陆,5.83396,1
低压槽：欲望之城,"剧情, 动作, 犯罪, 悬疑",4.4,张家辉 Nick Cheung,"张家辉 Nick Cheung, 文宁 Ning Wen","张家辉, 徐静蕾, 何炅, 余男, 苗侨伟, 元华, 林雪, 张可颐",10161,"中国大陆, 香港",4.47084,1
喜爱夜蒲3,"剧情, 情色",4.4,钱国伟 Wilson Chin,区焯文 Cheuk Man Au,"许亦妮, 林德信, 雨侨, 何佩瑜, 郭颖儿",9088,香港,3.99872,1
早见，晚爱,"剧情, 爱情",4.4,刘国昌 Lawrence Ah Mon,陈迅 Xun Chen,"周渝民, 童瑶, 曹云金, 白羽, 叶一云, 陈维涵, 刘鑫, 姜寒, 温海波",5195,中国大陆,2.2858,1
寻找罗麦,"剧情, 爱情",4.4,王超 Chao Wang,王超 Chao Wang,"韩庚, 杰瑞米·埃尔卡伊姆, 菅纫姿, 阿丽斯·德·朗克桑, 海伦·文森特, 雷诺·科恩, 胡瑞杰, 安迪·吉雷, 邓紫衣, 罗阜艺, 朱宏奇",4368,"中国大陆, 法国",1.92192,1
爱很烂,"剧情, 爱情, 情色, 同性",4.4,云翔 Xiang Yun,云翔 Xiang Yun,"卢希安, 徐瑞莲, 张馨云, 洪智杰, 周德邦",4312,香港,1.89728,1
小时代3：刺金时代,"剧情, 喜剧, 爱情",4.3,郭敬明 Jingming Guo,郭敬明 Jingming Guo,"杨幂, 柯震东, 郭采洁, 陈学冬, 郭碧婷, 谢依霖, 李贤宰, 锦荣, 任言恺, 王琳, 姜潮, 商侃, 杜天皓",145057,"中国大陆, 台湾",62.37451,1
密战,"剧情, 动作, 战争",4.3,钟少雄 Siu-hung Chung,张炭 Cheung Tan,"郭富城, 赵丽颖, 张翰, 任达华, 张蓝心, 朱一龙, 于晓光, 刘玥心, 奚美娟, 寇振海, 由立平, 安亚平, 孙耀威, 曹操, 李滨, 涂黎曼, 艾如",20354,中国大陆,8.75222,1
不怕贼惦记,"剧情, 喜剧, 悬疑",4.3,许传海 Chuanhai Xu,许传海 Chuanhai Xu,"吴刚, 岳秀清, 张馨予, 林栋甫, 应采儿, 夏力薪, 杨青, 张会忠, 赵英俊, 陶为",8039,中国大陆,3.45677,1
狼灾记,剧情,4.3,田壮壮 Zhuangzhuang Tian,"田壮壮 Zhuangzhuang Tian, 井上靖 Yasushi Inoue","小田切让, 李美琪, 庹宗华",8002,"中国大陆, 日本, 香港, 美国, 新加坡",3.44086,1
魔侠传之唐吉可德,"剧情, 喜剧, 动作, 爱情, 武侠, 古装",4.3,阿甘,俞白眉,"郭涛, 林嘉欣, 王刚, 刘桦, 李菁, 海一天, 苗圃, 秦沛, 英壮, 王双宝, 巴多, 那威, 莫小棋, 戎祥, 冯砾, 洪剑涛",6288,中国大陆,2.70384,1
求爱大作战,"剧情, 喜剧, 爱情",4.3,叶念琛 Patrick Kong,"叶念琛 Patrick Kong, 黄柏高 Paco Wong Pak Go","沈震轩, 陈奂仁, 张建声, 连诗雅, 蒋家旻, 吴若希, 倪晨曦, 庄思敏, 小肥, 孟瑶, 卢海鹏, 邵音音",3380,香港,1.4534,2
